时间,方向,类型,张数,价格,手续费,盈亏,原因
2025-04-10 18:46:00,空,空单全平,10,81577.50,4.0789,18.58,"✅【平空已执行】 💰 持仓均价: 81804.1 ✂️ 平仓价格: 81577.5 📦 平仓数量: 10.0 📝 平仓原因: 1分钟超卖且盈利大于200|单张盈利:226.60 ⏰ 时间: 2025-04-10 18:46:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：True 停机多:False,  停机空:False  boll20缩口 5878.53 boll45缩口 10721.62  ema15 81608.38 ema30 80718.71 ema60 79976.88 ema120 80213.04 boll20-up 84735.85 boll20-down78857.32 boll45-up 84465.64 boll45-dowm73744.02 atr 144.95 , boll宽度 0.007631  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-10 19:40:00,空,首次开空,10,81860.10,4.0930,0.00,"✅【首次开空】 📉 当前价格: 81860.1 💰 开仓均价: 81860.1 📦 开仓数量: 10 ⏰ 时间: 2025-04-10 19:40:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：True 停机多:False,  停机空:False  boll20缩口 4053.38 boll45缩口 10840.51  ema15 81642.09 ema30 80793.51 ema60 80039.21 ema120 80240.56 boll20-up 84053.58 boll20-down80000.20 boll45-up 84600.51 boll45-dowm73760.00 atr 137.00 , boll宽度 0.006640  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-10 20:07:00,空,空单全平,10,81588.80,4.0794,23.05,"✅【平空已执行】 💰 持仓均价: 81860.1 ✂️ 平仓价格: 81588.8 📦 平仓数量: 10.0 📝 平仓原因: 20周期布林带下轨下穿45周期布林带中轨，同时盈利大于180｜单张盈利:271.30 ⏰ 时间: 2025-04-10 20:07:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：True 停机多:False,  停机空:False  boll20缩口 2024.80 boll45缩口 10935.92  ema15 81650.72 ema30 80852.71 ema60 80094.03 ema120 80264.87 boll20-up 83211.57 boll20-down81186.77 boll45-up 84719.57 boll45-dowm73783.65 atr 165.32 , boll宽度 0.004725  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-10 20:30:00,空,首次开空,10,82385.30,4.1193,0.00,"✅【首次开空】 📉 当前价格: 82385.3 💰 开仓均价: 82385.3 📦 开仓数量: 10 ⏰ 时间: 2025-04-10 20:30:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：True 停机多:False,  停机空:False  boll20缩口 2024.80 boll45缩口 10935.92  ema15 81650.72 ema30 80852.71 ema60 80094.03 ema120 80264.87 boll20-up 83211.57 boll20-down81186.77 boll45-up 84719.57 boll45-dowm73783.65 atr 237.55 , boll宽度 0.006337  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-10 20:32:00,空,空单全平,10,82091.10,4.1046,25.32,"✅【平空已执行】 💰 持仓均价: 82385.3 ✂️ 平仓价格: 82091.1 📦 平仓数量: 10.0 📝 平仓原因: 获利400以上，完美离场｜单张盈利:294.20 ⏰ 时间: 2025-04-10 20:32:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：True 停机多:False,  停机空:False  boll20缩口 2024.80 boll45缩口 10935.92  ema15 81650.72 ema30 80852.71 ema60 80094.03 ema120 80264.87 boll20-up 83211.57 boll20-down81186.77 boll45-up 84719.57 boll45-dowm73783.65 atr 237.55 , boll宽度 0.006337  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-10 21:37:00,多,首次开多,10,80964.00,4.0482,0.00,"✅【首次开多】 📈 当前价格: 80964.0 💰 开仓均价: 80964.0 📦 开仓数量: 10 ⏰ 时间: 2025-04-10 21:37:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：True 停机多:False,  停机空:False  boll20缩口 2343.69 boll45缩口 10919.89  ema15 81554.37 ema30 80854.46 ema60 80119.79 ema120 80275.03 boll20-up 83305.37 boll20-down80961.68 boll45-up 84788.40 boll45-dowm73868.51 atr 306.21 , boll宽度 0.009765  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-10 21:38:00,多,多单全平,10,81245.60,4.0623,24.10,"✅【平多已执行】 💰 持仓均价: 80964.0 ✂️ 平仓价格: 81245.6 📦 平仓数量: 10.0 📝 平仓原因: 获利400以上，完美离场｜单张盈利:281.60 ⏰ 时间: 2025-04-10 21:38:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：True 停机多:False,  停机空:False  boll20缩口 2343.69 boll45缩口 10919.89  ema15 81554.37 ema30 80854.46 ema60 80119.79 ema120 80275.03 boll20-up 83305.37 boll20-down80961.68 boll45-up 84788.40 boll45-dowm73868.51 atr 306.21 , boll宽度 0.009765  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-10 22:23:00,空,首次开空,10,81417.20,4.0709,0.00,"✅【首次开空】 📉 当前价格: 81417.2 💰 开仓均价: 81417.2 📦 开仓数量: 10 ⏰ 时间: 2025-04-10 22:23:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：True 停机多:False,  停机空:False  boll20缩口 2448.45 boll45缩口 10911.89  ema15 81520.12 ema30 80881.94 ema60 80157.85 ema120 80291.65 boll20-up 83332.32 boll20-down80883.87 boll45-up 84871.92 boll45-dowm73960.03 atr 372.71 , boll宽度 0.015936  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-10 23:01:00,多,首次开多,10,81104.60,4.0552,0.00,"✅【首次开多】 📈 当前价格: 81104.6 💰 开仓均价: 81104.6 📦 开仓数量: 10 ⏰ 时间: 2025-04-10 23:01:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：True 停机多:False,  停机空:False  boll20缩口 3848.81 boll45缩口 10840.28  ema15 81176.12 ema30 80745.56 ema60 80112.28 ema120 80266.47 boll20-up 83854.40 boll20-down80005.59 boll45-up 84869.65 boll45-dowm74029.37 atr 317.31 , boll宽度 0.013123  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-10 23:01:00,空,空单全平,10,81104.60,4.0552,27.20,"✅【平空已执行】 💰 持仓均价: 81417.2 ✂️ 平仓价格: 81104.6 📦 平仓数量: 10.0 📝 平仓原因: 20周期布林带下轨下穿45周期布林带中轨，同时盈利大于180｜单张盈利:312.60 ⏰ 时间: 2025-04-10 23:01:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：True 停机多:False,  停机空:False  boll20缩口 3848.81 boll45缩口 10840.28  ema15 81176.12 ema30 80745.56 ema60 80112.28 ema120 80266.47 boll20-up 83854.40 boll20-down80005.59 boll45-up 84869.65 boll45-dowm74029.37 atr 317.31 , boll宽度 0.013123  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-10 23:38:00,多,补仓开多,10,79399.60,3.9700,0.00,"✅【第六套补仓逻辑——小级别危险策略】 ✅【多仓加仓 第1次】 📉 当前价格: 79399.6 💰 当前均价: 80252.10 📦 加仓数量: 10 📦 总持仓量: 20.0 🔻 当前亏损比例: 2.10% ⏰ 时间: 2025-04-10 23:38:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：True 停机多:False,  停机空:False  boll20缩口 3848.81 boll45缩口 10840.28  ema15 81176.12 ema30 80745.56 ema60 80112.28 ema120 80266.47 boll20-up 83854.40 boll20-down80005.59 boll45-up 84869.65 boll45-dowm74029.37 atr 357.16 , boll宽度 0.031143  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-11 00:34:00,空,首次开空,10,79312.00,3.9656,0.00,"✅【首次开空】 📉 当前价格: 79312.0 💰 开仓均价: 79312.0 📦 开仓数量: 10 ⏰ 时间: 2025-04-11 00:34:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：True 停机多:False,  停机空:False  boll20缩口 4247.24 boll45缩口 10725.41  ema15 80960.62 ema30 80662.11 ema60 80090.63 ema120 80253.01 boll20-up 83866.32 boll20-down79619.08 boll45-up 84869.64 boll45-dowm74144.23 atr 474.59 , boll宽度 0.044986  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-11 01:06:00,空,空单全平,10,78995.90,3.9498,27.66,"✅【平空已执行】 💰 持仓均价: 79312.0 ✂️ 平仓价格: 78995.9 📦 平仓数量: 10.0 📝 平仓原因: 20周期布林带下轨下穿45周期布林带中轨，同时盈利大于180｜单张盈利:316.10 ⏰ 时间: 2025-04-11 01:06:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：True 停机多:False,  停机空:False  boll20缩口 4511.00 boll45缩口 10629.00  ema15 80754.71 ema30 80575.10 ema60 80065.15 ema120 80237.48 boll20-up 83799.75 boll20-down79288.75 boll45-up 84869.70 boll45-dowm74240.70 atr 398.63 , boll宽度 0.015576  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-11 02:02:00,空,首次开空,10,79529.80,3.9765,0.00,"✅【首次开空】 📉 当前价格: 79529.8 💰 开仓均价: 79529.8 📦 开仓数量: 10 ⏰ 时间: 2025-04-11 02:02:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：True 停机多:False,  停机空:False  boll20缩口 4624.88 boll45缩口 10523.94  ema15 80597.37 ema30 80505.48 ema60 80046.49 ema120 80225.22 boll20-up 83678.09 boll20-down79053.21 boll45-up 84870.23 boll45-dowm74346.29 atr 315.54 , boll宽度 0.010896  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-11 08:50:00,空,空单全平,10,79279.60,3.9640,21.06,"✅【平空已执行】 💰 持仓均价: 79529.8 ✂️ 平仓价格: 79279.6 📦 平仓数量: 10.0 📝 平仓原因: 20周期布林带下轨下穿45周期布林带中轨，同时盈利大于180｜单张盈利:250.20 ⏰ 时间: 2025-04-11 08:50:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 4810.15 boll45缩口 8903.52  ema15 80025.25 ema30 80201.48 ema60 79964.68 ema120 80165.80 boll20-up 82989.26 boll20-down78179.11 boll45-up 84531.56 boll45-dowm75628.04 atr 171.44 , boll宽度 0.006079  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-11 09:52:00,多,多单全平,20,80316.30,8.0316,4.81,"✅【平多已执行】 💰 持仓均价: 80252.1 ✂️ 平仓价格: 80316.3 📦 平仓数量: 20.0 📝 平仓原因: 超时6小时且出现开空信号且获利大于-100｜单张盈利:64.20 ⏰ 时间: 2025-04-11 09:52:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 4575.71 boll45缩口 8620.92  ema15 80078.19 ema30 80217.43 ema60 79980.55 ema120 80170.48 boll20-up 82786.45 boll20-down78210.74 boll45-up 84479.79 boll45-dowm75858.87 atr 218.39 , boll宽度 0.014196  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-14 15:06:00,空,首次开空,10,84734.00,4.2367,0.00,"✅【首次开空】 📉 当前价格: 84734.0 💰 开仓均价: 84734.0 📦 开仓数量: 10 ⏰ 时间: 2025-04-14 15:06:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 2036.35 boll45缩口 2325.65  ema15 84439.28 ema30 84364.85 ema60 83931.40 ema120 83004.63 boll20-up 85261.53 boll20-down83225.18 boll45-up 85741.14 boll45-dowm83415.49 atr 148.79 , boll宽度 0.004688  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-14 15:14:00,空,空单全平,10,84303.70,4.2152,38.81,"✅【平空已执行】 💰 持仓均价: 84734.0 ✂️ 平仓价格: 84303.7 📦 平仓数量: 10.0 📝 平仓原因: 20周期布林带下轨下穿45周期布林带中轨，同时盈利大于180｜单张盈利:430.30 ⏰ 时间: 2025-04-14 15:14:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 2036.35 boll45缩口 2325.65  ema15 84439.28 ema30 84364.85 ema60 83931.40 ema120 83004.63 boll20-up 85261.53 boll20-down83225.18 boll45-up 85741.14 boll45-dowm83415.49 atr 170.86 , boll宽度 0.005102  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-14 16:03:00,空,首次开空,10,84764.90,4.2382,0.00,"✅【首次开空】 📉 当前价格: 84764.9 💰 开仓均价: 84764.9 📦 开仓数量: 10 ⏰ 时间: 2025-04-14 16:03:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 2082.03 boll45缩口 2237.80  ema15 84479.87 ema30 84390.60 ema60 83958.70 ema120 83033.71 boll20-up 85300.07 boll20-down83218.04 boll45-up 85724.68 boll45-dowm83486.88 atr 196.31 , boll宽度 0.005357  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-14 16:12:00,空,空单全平,10,84519.50,4.2260,20.31,"✅【平空已执行】 💰 持仓均价: 84764.9 ✂️ 平仓价格: 84519.5 📦 平仓数量: 10.0 📝 平仓原因: 获利180，1分钟放量｜单张盈利:245.40 ⏰ 时间: 2025-04-14 16:12:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 2082.03 boll45缩口 2237.80  ema15 84479.87 ema30 84390.60 ema60 83958.70 ema120 83033.71 boll20-up 85300.07 boll20-down83218.04 boll45-up 85724.68 boll45-dowm83486.88 atr 202.96 , boll宽度 0.005092  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-14 16:45:00,空,首次开空,10,84900.00,4.2450,0.00,"✅【首次开空】 📉 当前价格: 84900.0 💰 开仓均价: 84900.0 📦 开仓数量: 10 ⏰ 时间: 2025-04-14 16:45:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 2082.03 boll45缩口 2237.80  ema15 84479.87 ema30 84390.60 ema60 83958.70 ema120 83033.71 boll20-up 85300.07 boll20-down83218.04 boll45-up 85724.68 boll45-dowm83486.88 atr 167.56 , boll宽度 0.006091  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-14 16:52:00,空,空单全平,10,84696.40,4.2348,16.13,"✅【平空已执行】 💰 持仓均价: 84900.0 ✂️ 平仓价格: 84696.4 📦 平仓数量: 10.0 📝 平仓原因: 10分钟内盈利大于200，马上跑。|单张盈利:203.60 ⏰ 时间: 2025-04-14 16:52:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 2082.03 boll45缩口 2237.80  ema15 84479.87 ema30 84390.60 ema60 83958.70 ema120 83033.71 boll20-up 85300.07 boll20-down83218.04 boll45-up 85724.68 boll45-dowm83486.88 atr 166.39 , boll宽度 0.005722  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-14 18:21:00,空,首次开空,10,84610.10,4.2305,0.00,"✅【首次开空】 📉 当前价格: 84610.1 💰 开仓均价: 84610.1 📦 开仓数量: 10 ⏰ 时间: 2025-04-14 18:21:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 2004.90 boll45缩口 2189.32  ema15 84499.62 ema30 84411.84 ema60 83997.42 ema120 83083.69 boll20-up 85333.24 boll20-down83328.34 boll45-up 85718.56 boll45-dowm83529.24 atr 143.31 , boll宽度 0.008124  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-14 21:32:00,多,首次开多,10,84491.10,4.2246,0.00,"✅【首次开多】 📈 当前价格: 84491.1 💰 开仓均价: 84491.1 📦 开仓数量: 10 ⏰ 时间: 2025-04-14 21:32:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 2100.63 boll45缩口 2208.11  ema15 84595.77 ema30 84482.92 ema60 84074.76 ema120 83168.04 boll20-up 85460.82 boll20-down83360.19 boll45-up 85726.92 boll45-dowm83518.81 atr 200.04 , boll宽度 0.006854  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-14 21:34:00,多,多单全平,10,84730.40,4.2365,19.69,"✅【平多已执行】 💰 持仓均价: 84491.1 ✂️ 平仓价格: 84730.4 📦 平仓数量: 10.0 📝 平仓原因: 盈利大于ATR，完美离场｜单张盈利:239.30 ⏰ 时间: 2025-04-14 21:34:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 2100.63 boll45缩口 2208.11  ema15 84595.77 ema30 84482.92 ema60 84074.76 ema120 83168.04 boll20-up 85460.82 boll20-down83360.19 boll45-up 85726.92 boll45-dowm83518.81 atr 200.04 , boll宽度 0.006854  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-14 21:43:00,空,空单全平,10,84293.30,4.2147,27.47,"✅【平空已执行】 💰 持仓均价: 84610.1 ✂️ 平仓价格: 84293.3 📦 平仓数量: 10.0 📝 平仓原因: 获利400以上，完美离场｜单张盈利:316.80 ⏰ 时间: 2025-04-14 21:43:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 2100.63 boll45缩口 2208.11  ema15 84595.77 ema30 84482.92 ema60 84074.76 ema120 83168.04 boll20-up 85460.82 boll20-down83360.19 boll45-up 85726.92 boll45-dowm83518.81 atr 219.89 , boll宽度 0.009842  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-14 22:23:00,空,首次开空,10,84784.60,4.2392,0.00,"✅【首次开空】 📉 当前价格: 84784.6 💰 开仓均价: 84784.6 📦 开仓数量: 10 ⏰ 时间: 2025-04-14 22:23:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 2270.46 boll45缩口 2256.72  ema15 84698.19 ema30 84543.06 ema60 84118.70 ema120 83205.18 boll20-up 85579.81 boll20-down83309.35 boll45-up 85765.58 boll45-dowm83508.86 atr 285.64 , boll宽度 0.013845  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-14 22:39:00,空,补仓开空,20,85622.90,8.5623,0.00,"✅【第一套补仓逻辑】 ✅【空仓加仓 第1次】 📈 当前价格: 85622.9 💰 当前均价: 85343.47 📦 加仓数量: 20 📦 总持仓量: 30.000000000000004 🔻 当前亏损比例: 0.99% ⏰ 时间: 2025-04-14 22:39:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 2270.46 boll45缩口 2256.72  ema15 84698.19 ema30 84543.06 ema60 84118.70 ema120 83205.18 boll20-up 85579.81 boll20-down83309.35 boll45-up 85765.58 boll45-dowm83508.86 atr 335.98 , boll宽度 0.015576  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-14 23:02:00,空,空单全平,30,84804.10,12.7206,149.09,"✅【平空已执行】 💰 持仓均价: 85343.47 ✂️ 平仓价格: 84804.1 📦 平仓数量: 30.000000000000004 📝 平仓原因: 20周期布林带下轨下穿45周期布林带中轨，同时盈利大于180｜单张盈利:539.37 ⏰ 时间: 2025-04-14 23:02:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 2254.44 boll45缩口 2253.18  ema15 84623.50 ema30 84514.52 ema60 84118.11 ema120 83219.98 boll20-up 85577.18 boll20-down83322.74 boll45-up 85739.60 boll45-dowm83486.42 atr 312.46 , boll宽度 0.021860  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-14 23:40:00,多,首次开多,10,83941.90,4.1971,0.00,"✅【首次开多】 📈 当前价格: 83941.9 💰 开仓均价: 83941.9 📦 开仓数量: 10 ⏰ 时间: 2025-04-14 23:40:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 2254.44 boll45缩口 2253.18  ema15 84623.50 ema30 84514.52 ema60 84118.11 ema120 83219.98 boll20-up 85577.18 boll20-down83322.74 boll45-up 85739.60 boll45-dowm83486.42 atr 378.15 , boll宽度 0.022350  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-14 23:44:00,多,多单全平,10,84245.00,4.2123,26.10,"✅【平多已执行】 💰 持仓均价: 83941.9 ✂️ 平仓价格: 84245.0 📦 平仓数量: 10.0 📝 平仓原因: 获利400以上，完美离场｜单张盈利:303.10 ⏰ 时间: 2025-04-14 23:44:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 2254.44 boll45缩口 2253.18  ema15 84623.50 ema30 84514.52 ema60 84118.11 ema120 83219.98 boll20-up 85577.18 boll20-down83322.74 boll45-up 85739.60 boll45-dowm83486.42 atr 378.15 , boll宽度 0.022350  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-15 01:50:00,空,首次开空,10,84730.70,4.2365,0.00,"✅【首次开空】 📉 当前价格: 84730.7 💰 开仓均价: 84730.7 📦 开仓数量: 10 ⏰ 时间: 2025-04-15 01:50:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 1924.72 boll45缩口 2185.19  ema15 84623.40 ema30 84526.98 ema60 84149.83 ema120 83265.48 boll20-up 85517.26 boll20-down83592.54 boll45-up 85677.70 boll45-dowm83492.51 atr 193.71 , boll宽度 0.006854  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-15 05:38:00,空,空单全平,10,84490.40,4.2245,19.81,"✅【平空已执行】 💰 持仓均价: 84730.7 ✂️ 平仓价格: 84490.4 📦 平仓数量: 10.0 📝 平仓原因: 20周期布林带下轨下穿45周期布林带中轨，同时盈利大于180｜单张盈利:240.30 ⏰ 时间: 2025-04-15 05:38:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 1233.60 boll45缩口 1989.83  ema15 84716.53 ema30 84603.98 ema60 84238.43 ema120 83368.40 boll20-up 85361.39 boll20-down84127.79 boll45-up 85534.84 boll45-dowm83545.01 atr 123.49 , boll宽度 0.004530  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-15 07:21:00,空,首次开空,10,84780.50,4.2390,0.00,"✅【首次开空】 📉 当前价格: 84780.5 💰 开仓均价: 84780.5 📦 开仓数量: 10 ⏰ 时间: 2025-04-15 07:21:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 1197.33 boll45缩口 1886.23  ema15 84675.45 ema30 84595.98 ema60 84257.83 ema120 83406.78 boll20-up 85312.12 boll20-down84114.79 boll45-up 85450.62 boll45-dowm83564.39 atr 124.97 , boll宽度 0.003416  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-15 07:41:00,空,空单全平,10,84568.00,4.2284,17.02,"✅【平空已执行】 💰 持仓均价: 84780.5 ✂️ 平仓价格: 84568.0 📦 平仓数量: 10.0 📝 平仓原因: 1分钟超卖且盈利大于200|单张盈利:212.50 ⏰ 时间: 2025-04-15 07:41:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 1197.33 boll45缩口 1886.23  ema15 84675.45 ema30 84595.98 ema60 84257.83 ema120 83406.78 boll20-up 85312.12 boll20-down84114.79 boll45-up 85450.62 boll45-dowm83564.39 atr 116.59 , boll宽度 0.003352  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-15 08:32:00,空,首次开空,10,84700.00,4.2350,0.00,"✅【首次开空】 📉 当前价格: 84700.0 💰 开仓均价: 84700.0 📦 开仓数量: 10 ⏰ 时间: 2025-04-15 08:32:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 1202.53 boll45缩口 1821.75  ema15 84706.52 ema30 84617.14 ema60 84279.67 ema120 83431.85 boll20-up 85316.67 boll20-down84114.14 boll45-up 85407.45 boll45-dowm83585.70 atr 133.06 , boll宽度 0.004431  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-15 11:00:00,空,补仓开空,10,85270.10,4.2635,0.00,"✅【第二套补仓逻辑】 ✅【空仓加仓 第1次】 📈 当前价格: 85270.1 💰 当前均价: 84985.05 📦 加仓数量: 10 📦 总持仓量: 20.0 🔻 当前亏损比例: 0.67% ⏰ 时间: 2025-04-15 11:00:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 1395.53 boll45缩口 1963.91  ema15 84876.64 ema30 84725.18 ema60 84368.06 ema120 83518.39 boll20-up 85503.75 boll20-down84108.22 boll45-up 85519.72 boll45-dowm83555.81 atr 168.21 , boll宽度 0.005470  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-15 16:17:00,空,补仓开空,10,85993.90,4.2997,0.00,"✅【第二套补仓逻辑】 ✅【空仓加仓 第2次】 📈 当前价格: 85993.9 💰 当前均价: 85321.33 📦 加仓数量: 10 📦 总持仓量: 30.000000000000004 🔻 当前亏损比例: 1.19% ⏰ 时间: 2025-04-15 16:17:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 1953.55 boll45缩口 2390.64  ema15 85243.01 ema30 84977.82 ema60 84558.74 ema120 83685.39 boll20-up 85986.44 boll20-down84032.89 boll45-up 85839.91 boll45-dowm83449.27 atr 97.34 , boll宽度 0.007201  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-15 22:18:00,空,空单全平,30,85169.90,12.7755,32.65,"✅【平空已执行】 💰 持仓均价: 85321.33 ✂️ 平仓价格: 85169.9 📦 平仓数量: 30.000000000000004 📝 平仓原因: 超时6小时且获利10以上｜单张盈利:151.43 ⏰ 时间: 2025-04-15 22:18:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 1788.93 boll45缩口 2559.44  ema15 85431.39 ema30 85185.96 ema60 84751.30 ema120 83870.15 boll20-up 86189.41 boll20-down84400.48 boll45-up 86120.14 boll45-dowm83560.70 atr 361.94 , boll宽度 0.011880  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-04-16 01:53:00,多,首次开多,10,84500.10,4.2250,0.00,"✅【首次开多】 📈 当前价格: 84500.1 💰 开仓均价: 84500.1 📦 开仓数量: 10 ⏰ 时间: 2025-04-16 01:53:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 1860.00 boll45缩口 2378.86  ema15 85200.59 ema30 85105.50 ema60 84750.91 ema120 83913.05 boll20-up 86214.29 boll20-down84354.29 boll45-up 86074.75 boll45-dowm83695.89 atr 149.80 , boll宽度 0.006287  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
