时间,方向,类型,张数,价格,手续费,盈亏,原因
2025-11-22 09:30:00,空,首次开空,10,84999.80,4.2500,0.00,"✅【首次开空】 📉 当前价格: 84999.8 💰 开仓均价: 84999.8 📦 开仓数量: 10 ⏰ 时间: 2025-11-22 09:30:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：True 停机多:False,  停机空:False  boll20缩口 4002.40 boll45缩口 12621.10  ema15 84689.01 ema30 85431.17 ema60 87158.90 ema120 89702.98 boll20-up 86126.60 boll20-down82124.20 boll45-up 93096.71 boll45-dowm80475.61 atr 262.59 , boll宽度 0.011552  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-22 10:10:00,空,空单全平,10,84749.90,4.2375,20.75,"✅【平空已执行】 💰 持仓均价: 84999.8 ✂️ 平仓价格: 84749.9 📦 平仓数量: 10.0 📝 平仓原因: 20周期布林带下轨下穿45周期布林带中轨，同时盈利大于180｜单张盈利:249.90 ⏰ 时间: 2025-11-22 10:10:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：True 停机多:False,  停机空:False  boll20缩口 3797.06 boll45缩口 12185.15  ema15 84664.56 ema30 85370.67 ema60 87071.50 ema120 89616.87 boll20-up 85971.92 boll20-down82174.86 boll45-up 92699.08 boll45-dowm80513.93 atr 215.76 , boll宽度 0.008047  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-22 12:55:00,空,首次开空,10,84221.40,4.2111,0.00,"✅【首次开空】 📉 当前价格: 84221.4 💰 开仓均价: 84221.4 📦 开仓数量: 10 ⏰ 时间: 2025-11-22 12:55:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：True 停机多:False,  停机空:False  boll20缩口 3780.92 boll45缩口 11326.17  ema15 84578.13 ema30 85236.88 ema60 86892.81 ema120 89442.62 boll20-up 86013.71 boll20-down82232.79 boll45-up 91922.37 boll45-dowm80596.20 atr 206.54 , boll宽度 0.008659  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-22 13:16:00,空,空单全平,10,83962.10,4.1981,21.73,"✅【平空已执行】 💰 持仓均价: 84221.4 ✂️ 平仓价格: 83962.1 📦 平仓数量: 10.0 📝 平仓原因: 20周期布林带下轨下穿45周期布林带中轨，同时盈利大于180｜单张盈利:259.30 ⏰ 时间: 2025-11-22 13:16:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：True 停机多:False,  停机空:False  boll20缩口 3309.10 boll45缩口 10811.81  ema15 84535.69 ema30 85172.47 ema60 86805.78 ema120 89356.60 boll20-up 85880.70 boll20-down82571.60 boll45-up 91490.66 boll45-dowm80678.85 atr 197.48 , boll宽度 0.007509  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-22 13:54:00,空,首次开空,10,84207.30,4.2104,0.00,"✅【首次开空】 📉 当前价格: 84207.3 💰 开仓均价: 84207.3 📦 开仓数量: 10 ⏰ 时间: 2025-11-22 13:54:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：True 停机多:False,  停机空:False  boll20缩口 3309.10 boll45缩口 10811.81  ema15 84535.69 ema30 85172.47 ema60 86805.78 ema120 89356.60 boll20-up 85880.70 boll20-down82571.60 boll45-up 91490.66 boll45-dowm80678.85 atr 184.81 , boll宽度 0.005405  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-22 16:37:00,空,空单全平,10,83963.00,4.1982,20.23,"✅【平空已执行】 💰 持仓均价: 84207.3 ✂️ 平仓价格: 83963.0 📦 平仓数量: 10.0 📝 平仓原因: 20周期布林带下轨下穿45周期布林带中轨，同时盈利大于180｜单张盈利:244.30 ⏰ 时间: 2025-11-22 16:37:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 2029.36 boll45缩口 8941.65  ema15 84472.88 ema30 85025.03 ema60 86573.61 ema120 89113.38 boll20-up 85487.79 boll20-down83458.43 boll45-up 90057.63 boll45-dowm81115.98 atr 165.86 , boll宽度 0.008505  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-23 09:42:00,多,多单减仓,10,85786.50,4.2893,248.90,"🟢【多单做T已正式启动-0】 💹 当前价格：85786.50 ✅ 已平第1层补仓 🎯 第1层开仓价：85661.2 📦 已平数量：10 张 💵 第1层盈利：125.30 点 ---------- 📊 剩余仓位数量：10.000000000000004 ⚖️ 当前均价：83254.57 🧮 剩余修正后均价：86701.10 ---------- 📉 当前均价单张盈利：2531.93 点 📉 修正后均价单张盈利：-914.60 点 ---------- 💰 本轮做T累计盈利：105.55USDT 📉 已平仓累计亏损：485.37 USDT  📉 本轮做T次数：5 ⏰ 平仓时间：2025-11-23 09:42:00 ===============  WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 1980.22 boll45缩口 3199.85  ema15 84702.38 ema30 84732.32 ema60 85686.02 ema120 87971.61 boll20-up 85428.56 boll20-down83448.34 boll45-up 85928.24 boll45-dowm82728.39 atr 173.81 , boll宽度 0.012001  suokou_first:False , suokou_second: False   EMA进入boll45停机：False=============== 📋 剩余持仓情况： 🔹 第一枪开仓价：86701.1，数量：10，盈利：-914.60点  - 没有剩余补仓,仅剩余第一枪，等机会跑 "
2025-11-23 10:38:00,多,多单全平,10,86238.80,4.3119,294.11,"✅【多单做T完美结束-3】  📉 当前价格: 86238.80 💰 多单全平 💰 当前均价 0.0  🔻 剩余仓位均价修正 86701.10 📦 已平 0 张 🔻 累计做T盈利 105.55 🔻 剩余仓位当前亏损 -50.85 🔻 累计做T盈利大于当前持仓亏损 54.70 ⏰ 平仓时间: 2025-11-23 10:38:00  WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 2399.66 boll45缩口 3159.17  ema15 84858.87 ema30 84811.16 ema60 85694.82 ema120 87938.27 boll20-up 85706.44 boll20-down83306.78 boll45-up 85903.33 boll45-dowm82744.16 atr 246.71 , boll宽度 0.014036  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-26 18:33:00,多,首次开多,10,86657.50,4.3329,0.00,"✅【首次开多】 📈 当前价格: 86657.5 💰 开仓均价: 86657.5 📦 开仓数量: 10 ⏰ 时间: 2025-11-26 18:33:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 1370.63 boll45缩口 2477.76  ema15 87323.81 ema30 87342.54 ema60 87212.35 ema120 87442.65 boll20-up 88003.96 boll20-down86633.33 boll45-up 88775.09 boll45-dowm86297.33 atr 125.20 , boll宽度 0.010573  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-26 18:41:00,多,多单全平,10,86869.20,4.3435,16.83,"✅【平多已执行】 💰 持仓均价: 86657.5 ✂️ 平仓价格: 86869.2 📦 平仓数量: 10.0 📝 平仓原因: 1分钟超买且盈利大于200|单张盈利:211.70 ⏰ 时间: 2025-11-26 18:41:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 1370.63 boll45缩口 2477.76  ema15 87323.81 ema30 87342.54 ema60 87212.35 ema120 87442.65 boll20-up 88003.96 boll20-down86633.33 boll45-up 88775.09 boll45-dowm86297.33 atr 127.10 , boll宽度 0.008936  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-26 19:42:00,空,首次开空,10,86973.10,4.3487,0.00,"✅【首次开空】 📉 当前价格: 86973.1 💰 开仓均价: 86973.1 📦 开仓数量: 10 ⏰ 时间: 2025-11-26 19:42:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 1350.87 boll45缩口 2345.47  ema15 87288.47 ema30 87323.09 ema60 87206.74 ema120 87436.01 boll20-up 87998.94 boll20-down86648.07 boll45-up 88729.22 boll45-dowm86383.75 atr 105.36 , boll宽度 0.003596  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-26 20:04:00,空,空单全平,10,86689.00,4.3344,24.08,"✅【平空已执行】 💰 持仓均价: 86973.1 ✂️ 平仓价格: 86689.0 📦 平仓数量: 10.0 📝 平仓原因: 20周期布林带下轨下穿45周期布林带中轨，同时盈利大于180｜单张盈利:284.10 ⏰ 时间: 2025-11-26 20:04:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 1486.77 boll45缩口 2340.58  ema15 87201.80 ema30 87276.12 ema60 87186.68 ema120 87422.11 boll20-up 88042.82 boll20-down86556.05 boll45-up 88727.49 boll45-dowm86386.91 atr 122.88 , boll宽度 0.004416  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-26 21:20:00,空,首次开空,10,86727.90,4.3364,0.00,"✅【首次开空】 📉 当前价格: 86727.9 💰 开仓均价: 86727.9 📦 开仓数量: 10 ⏰ 时间: 2025-11-26 21:20:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 1476.04 boll45缩口 2342.87  ema15 87187.31 ema30 87263.85 ema60 87183.38 ema120 87416.56 boll20-up 88013.38 boll20-down86537.34 boll45-up 88727.92 boll45-dowm86385.05 atr 122.95 , boll宽度 0.008309  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-26 22:13:00,空,补仓开空,20,87288.10,8.7288,0.00,"✅【第一套补仓逻辑】 ✅【空仓加仓 第1次】 📈 当前价格: 87288.1 💰 当前均价: 87101.37 📦 加仓数量: 20 📦 总持仓量: 30.000000000000004 🔻 当前亏损比例: 0.65% ⏰ 时间: 2025-11-26 22:13:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 1522.86 boll45缩口 2331.21  ema15 87145.15 ema30 87237.15 ema60 87172.45 ema120 87407.19 boll20-up 88020.16 boll20-down86497.30 boll45-up 88689.17 boll45-dowm86357.96 atr 166.93 , boll宽度 0.010161  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-26 22:58:00,空,空单全平,30,86874.90,13.0312,54.91,"✅【平空已执行】 💰 持仓均价: 87101.37 ✂️ 平仓价格: 86874.9 📦 平仓数量: 30.000000000000004 📝 平仓原因: 先盈利50后亏损100再盈利150以上｜单张盈利:226.47 ⏰ 时间: 2025-11-26 22:58:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 1522.86 boll45缩口 2331.21  ema15 87145.15 ema30 87237.15 ema60 87172.45 ema120 87407.19 boll20-up 88020.16 boll20-down86497.30 boll45-up 88689.17 boll45-dowm86357.96 atr 253.99 , boll宽度 0.011164  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-27 00:15:00,空,首次开空,10,87738.70,4.3869,0.00,"✅【首次开空】 📉 当前价格: 87738.7 💰 开仓均价: 87738.7 📦 开仓数量: 10 ⏰ 时间: 2025-11-27 00:15:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 1571.73 boll45缩口 2204.42  ema15 87203.72 ema30 87255.09 ema60 87185.43 ema120 87405.98 boll20-up 88073.99 boll20-down86502.26 boll45-up 88576.42 boll45-dowm86372.00 atr 245.62 , boll宽度 0.011127  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-27 00:53:00,空,空单全平,10,87465.30,4.3733,22.97,"✅【平空已执行】 💰 持仓均价: 87738.7 ✂️ 平仓价格: 87465.3 📦 平仓数量: 10.0 📝 平仓原因: 获利180，1分钟放量｜单张盈利:273.40 ⏰ 时间: 2025-11-27 00:53:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 1571.73 boll45缩口 2204.42  ema15 87203.72 ema30 87255.09 ema60 87185.43 ema120 87405.98 boll20-up 88073.99 boll20-down86502.26 boll45-up 88576.42 boll45-dowm86372.00 atr 208.97 , boll宽度 0.015370  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-28 21:35:00,空,首次开空,10,91631.10,4.5816,0.00,"✅【首次开空】 📉 当前价格: 91631.1 💰 开仓均价: 91631.1 📦 开仓数量: 10 ⏰ 时间: 2025-11-28 21:35:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 1377.70 boll45缩口 2204.76  ema15 91476.89 ema30 91145.16 ema60 90334.06 ema120 89391.17 boll20-up 92081.43 boll20-down90703.73 boll45-up 92191.65 boll45-dowm89986.89 atr 128.54 , boll宽度 0.003387  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-28 21:47:00,空,补仓开空,20,92388.30,9.2388,0.00,"✅【第一套补仓逻辑】 ✅【空仓加仓 第1次】 📈 当前价格: 92388.3 💰 当前均价: 92135.90 📦 加仓数量: 20 📦 总持仓量: 30.000000000000004 🔻 当前亏损比例: 0.83% ⏰ 时间: 2025-11-28 21:47:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 1377.70 boll45缩口 2204.76  ema15 91476.89 ema30 91145.16 ema60 90334.06 ema120 89391.17 boll20-up 92081.43 boll20-down90703.73 boll45-up 92191.65 boll45-dowm89986.89 atr 170.51 , boll宽度 0.008681  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-28 22:27:00,空,补仓开空,30,92946.10,13.9419,0.00,"✅【第一套补仓逻辑】 ✅【空仓加仓 第2次】 📈 当前价格: 92946.1 💰 当前均价: 92541.00 📦 加仓数量: 30 📦 总持仓量: 60.00000000000001 🔻 当前亏损比例: 0.88% ⏰ 时间: 2025-11-28 22:27:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 1534.33 boll45缩口 2159.27  ema15 91568.82 ema30 91214.01 ema60 90395.64 ema120 89437.80 boll20-up 92183.48 boll20-down90649.15 boll45-up 92222.64 boll45-dowm90063.37 atr 265.02 , boll宽度 0.020364  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-28 22:38:00,空,空单全平,60,92369.00,27.7107,75.49,"✅【平空已执行】 💰 持仓均价: 92541.0 ✂️ 平仓价格: 92369.0 📦 平仓数量: 60.00000000000001 📝 平仓原因: 先盈利50后亏损100再盈利150以上｜单张盈利:172.00 ⏰ 时间: 2025-11-28 22:38:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 1534.33 boll45缩口 2159.27  ema15 91568.82 ema30 91214.01 ema60 90395.64 ema120 89437.80 boll20-up 92183.48 boll20-down90649.15 boll45-up 92222.64 boll45-dowm90063.37 atr 326.95 , boll宽度 0.020165  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-28 23:19:00,空,首次开空,10,92558.00,4.6279,0.00,"✅【首次开空】 📉 当前价格: 92558.0 💰 开仓均价: 92558.0 📦 开仓数量: 10 ⏰ 时间: 2025-11-28 23:19:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 1730.71 boll45缩口 2173.51  ema15 91661.58 ema30 91284.78 ema60 90458.43 ema120 89485.29 boll20-up 92322.96 boll20-down90592.25 boll45-up 92278.87 boll45-dowm90105.36 atr 326.09 , boll宽度 0.010615  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-28 23:46:00,空,空单全平,10,92323.00,4.6162,18.88,"✅【平空已执行】 💰 持仓均价: 92558.0 ✂️ 平仓价格: 92323.0 📦 平仓数量: 10.0 📝 平仓原因: 1分钟超卖且盈利大于200|单张盈利:235.00 ⏰ 时间: 2025-11-28 23:46:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 1730.71 boll45缩口 2173.51  ema15 91661.58 ema30 91284.78 ema60 90458.43 ema120 89485.29 boll20-up 92322.96 boll20-down90592.25 boll45-up 92278.87 boll45-dowm90105.36 atr 255.22 , boll宽度 0.010661  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-29 00:22:00,多,首次开多,10,91413.70,4.5707,0.00,"✅【首次开多】 📈 当前价格: 91413.7 💰 开仓均价: 91413.7 📦 开仓数量: 10 ⏰ 时间: 2025-11-29 00:22:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 1802.64 boll45缩口 2038.27  ema15 91565.56 ema30 91259.53 ema60 90472.69 ema120 89508.57 boll20-up 92333.89 boll20-down90531.25 boll45-up 92233.02 boll45-dowm90194.75 atr 246.01 , boll宽度 0.014050  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-29 02:12:00,空,首次开空,10,90835.90,4.5418,0.00,"✅【首次开空】 📉 当前价格: 90835.9 💰 开仓均价: 90835.9 📦 开仓数量: 10 ⏰ 时间: 2025-11-29 02:12:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 2016.85 boll45缩口 1787.08  ema15 91364.89 ema30 91190.49 ema60 90487.70 ema120 89547.78 boll20-up 92378.11 boll20-down90361.26 boll45-up 92139.85 boll45-dowm90352.77 atr 257.39 , boll宽度 0.017304  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-29 02:24:00,空,空单全平,10,90592.80,4.5296,19.78,"✅【平空已执行】 💰 持仓均价: 90835.9 ✂️ 平仓价格: 90592.8 📦 平仓数量: 10.0 📝 平仓原因: 获利180，1分钟放量｜单张盈利:243.10 ⏰ 时间: 2025-11-29 02:24:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 2016.85 boll45缩口 1787.08  ema15 91364.89 ema30 91190.49 ema60 90487.70 ema120 89547.78 boll20-up 92378.11 boll20-down90361.26 boll45-up 92139.85 boll45-dowm90352.77 atr 248.96 , boll宽度 0.013924  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-29 03:20:00,空,首次开空,10,91024.20,4.5512,0.00,"✅【首次开空】 📉 当前价格: 91024.2 💰 开仓均价: 91024.2 📦 开仓数量: 10 ⏰ 时间: 2025-11-29 03:20:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 2030.27 boll45缩口 1700.50  ema15 91331.70 ema30 91184.61 ema60 90507.75 ema120 89573.43 boll20-up 92375.43 boll20-down90345.16 boll45-up 92113.65 boll45-dowm90413.15 atr 163.49 , boll宽度 0.006944  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-29 06:02:00,空,空单全平,10,90815.60,4.5408,16.32,"✅【平空已执行】 💰 持仓均价: 91024.2 ✂️ 平仓价格: 90815.6 📦 平仓数量: 10.0 📝 平仓原因: 1分钟超卖且盈利大于200|单张盈利:208.60 ⏰ 时间: 2025-11-29 06:02:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 2008.49 boll45缩口 1563.18  ema15 91226.20 ema30 91153.54 ema60 90555.93 ema120 89643.70 boll20-up 92369.09 boll20-down90360.60 boll45-up 92069.61 boll45-dowm90506.43 atr 108.90 , boll宽度 0.004311  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-29 09:13:00,空,首次开空,10,90950.10,4.5475,0.00,"✅【首次开空】 📉 当前价格: 90950.1 💰 开仓均价: 90950.1 📦 开仓数量: 10 ⏰ 时间: 2025-11-29 09:13:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 2134.79 boll45缩口 1620.76  ema15 91098.86 ema30 91096.80 ema60 90583.04 ema120 89702.09 boll20-up 92353.60 boll20-down90218.81 boll45-up 92075.03 boll45-dowm90454.27 atr 100.70 , boll宽度 0.002492  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-29 10:31:00,空,空单全平,10,90733.20,4.5367,17.15,"✅【平空已执行】 💰 持仓均价: 90950.1 ✂️ 平仓价格: 90733.2 📦 平仓数量: 10.0 📝 平仓原因: 1分钟超卖且盈利大于200|单张盈利:216.90 ⏰ 时间: 2025-11-29 10:31:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 2187.46 boll45缩口 1637.25  ema15 91055.64 ema30 91074.63 ema60 90588.61 ema120 89719.46 boll20-up 92355.47 boll20-down90168.01 boll45-up 92079.39 boll45-dowm90442.14 atr 82.00 , boll宽度 0.003836  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-29 10:32:00,多,补仓开多,10,90598.20,4.5299,0.00,"✅【第二套补仓逻辑】 ✅【多仓加仓 第1次】 📉 当前价格: 90598.2 💰 当前均价: 91005.95 📦 加仓数量: 10 📦 总持仓量: 20.0 🔻 当前亏损比例: 0.89% ⏰ 时间: 2025-11-29 10:32:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 2187.46 boll45缩口 1637.25  ema15 91055.64 ema30 91074.63 ema60 90588.61 ema120 89719.46 boll20-up 92355.47 boll20-down90168.01 boll45-up 92079.39 boll45-dowm90442.14 atr 82.00 , boll宽度 0.003836  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-29 13:19:00,空,首次开空,10,90856.30,4.5428,0.00,"✅【首次开空】 📉 当前价格: 90856.3 💰 开仓均价: 90856.3 📦 开仓数量: 10 ⏰ 时间: 2025-11-29 13:19:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 2244.47 boll45缩口 1718.12  ema15 90950.18 ema30 91013.01 ema60 90602.46 ema120 89768.93 boll20-up 92292.24 boll20-down90047.77 boll45-up 92080.46 boll45-dowm90362.34 atr 64.77 , boll宽度 0.003909  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-29 14:19:00,空,空单全平,10,90628.80,4.5314,18.22,"✅【平空已执行】 💰 持仓均价: 90856.3 ✂️ 平仓价格: 90628.8 📦 平仓数量: 10.0 📝 平仓原因: 1分钟超卖且盈利大于200|单张盈利:227.50 ⏰ 时间: 2025-11-29 14:19:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 2237.19 boll45缩口 1758.21  ema15 90896.01 ema30 90981.00 ema60 90599.65 ema120 89781.29 boll20-up 92224.94 boll20-down89987.75 boll45-up 92078.15 boll45-dowm90319.94 atr 69.13 , boll宽度 0.002788  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-29 16:06:00,空,首次开空,10,90562.00,4.5281,0.00,"✅【首次开空】 📉 当前价格: 90562.0 💰 开仓均价: 90562.0 📦 开仓数量: 10 ⏰ 时间: 2025-11-29 16:06:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 2283.90 boll45缩口 1820.06  ema15 90817.60 ema30 90928.45 ema60 90597.06 ema120 89806.79 boll20-up 92162.02 boll20-down89878.12 boll45-up 92069.91 boll45-dowm90249.85 atr 97.15 , boll宽度 0.003160  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-30 00:21:00,多,多单全平,20,91110.00,9.1110,11.70,"✅【平多已执行】 💰 持仓均价: 91005.95 ✂️ 平仓价格: 91110.0 📦 平仓数量: 20.0 📝 平仓原因: 超时6小时且获利10以上｜单张盈利:104.05 ⏰ 时间: 2025-11-30 00:21:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 702.91 boll45缩口 1889.73  ema15 90766.90 ema30 90840.44 ema60 90621.93 ema120 89917.94 boll20-up 91078.43 boll20-down90375.52 boll45-up 92016.78 boll45-dowm90127.05 atr 117.09 , boll宽度 0.006832  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-30 01:12:00,多,首次开多,10,90696.70,4.5348,0.00,"✅【首次开多】 📈 当前价格: 90696.7 💰 开仓均价: 90696.7 📦 开仓数量: 10 ⏰ 时间: 2025-11-30 01:12:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 757.14 boll45缩口 1922.15  ema15 90719.69 ema30 90811.33 ema60 90614.30 ema120 89925.73 boll20-up 91083.56 boll20-down90326.42 boll45-up 92010.66 boll45-dowm90088.51 atr 102.04 , boll宽度 0.003916  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-30 02:13:00,空,空单全平,10,90257.90,4.5129,25.90,"✅【平空已执行】 💰 持仓均价: 90562.0 ✂️ 平仓价格: 90257.9 📦 平仓数量: 10.0 📝 平仓原因: 20周期布林带下轨下穿45周期布林带中轨，同时盈利大于180｜单张盈利:304.10 ⏰ 时间: 2025-11-30 02:13:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 674.75 boll45缩口 1925.82  ema15 90710.99 ema30 90800.93 ema60 90615.47 ema120 89937.70 boll20-up 91021.30 boll20-down90346.55 boll45-up 91996.29 boll45-dowm90070.47 atr 157.16 , boll宽度 0.009467  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-30 02:45:00,空,首次开空,10,90609.00,4.5305,0.00,"✅【首次开空】 📉 当前价格: 90609.0 💰 开仓均价: 90609.0 📦 开仓数量: 10 ⏰ 时间: 2025-11-30 02:45:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 674.75 boll45缩口 1925.82  ema15 90710.99 ema30 90800.93 ema60 90615.47 ema120 89937.70 boll20-up 91021.30 boll20-down90346.55 boll45-up 91996.29 boll45-dowm90070.47 atr 164.20 , boll宽度 0.006415  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-30 04:08:00,空,空单全平,10,90367.30,4.5184,19.65,"✅【平空已执行】 💰 持仓均价: 90609.0 ✂️ 平仓价格: 90367.3 📦 平仓数量: 10.0 📝 平仓原因: 获利180，1分钟放量｜单张盈利:241.70 ⏰ 时间: 2025-11-30 04:08:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 683.05 boll45缩口 1930.03  ema15 90725.84 ema30 90796.94 ema60 90625.20 ema120 89964.82 boll20-up 91017.66 boll20-down90334.61 boll45-up 91975.15 boll45-dowm90045.12 atr 94.10 , boll宽度 0.005360  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
2025-11-30 04:48:00,空,首次开空,10,90872.10,4.5436,0.00,"✅【首次开空】 📉 当前价格: 90872.1 💰 开仓均价: 90872.1 📦 开仓数量: 10 ⏰ 时间: 2025-11-30 04:48:00 WWWWWWWWWW 不开单标志:False， 缩口启动:False， 缩口_小级别：False 停机多:False,  停机空:False  boll20缩口 683.05 boll45缩口 1930.03  ema15 90725.84 ema30 90796.94 ema60 90625.20 ema120 89964.82 boll20-up 91017.66 boll20-down90334.61 boll45-up 91975.15 boll45-dowm90045.12 atr 103.63 , boll宽度 0.005195  suokou_first:False , suokou_second: False   EMA进入boll45停机：False"
